n240228ady4xm07i6yb1i2o0py52rnef,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//20,0.0%,0-2:0,3-9:0,10-19:0
n240228sanzrv93woiyke32gx41gcdvl,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//56,0.0%,0-2:0,3-9:0,10-19:0
n240301sa28jflzkqej2o31ywt64pszq,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29]",2//48,4.17%,0-2:0,3-9:0,10-19:2
n240306sa346b1rfxzz8o32vjxph6wrz,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",1//59,1.69%,0-2:0,3-9:1,10-19:0
n240303sa2lvvti09mpvkl23p0hmhf2j,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",1//26,3.85%,0-2:0,3-9:0,10-19:1
n240303sa1pmmd5h8pnhm76bzmoeupq0,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//21,0.0%,0-2:0,3-9:0,10-19:0
n240229sa19lx6bac4py3x3sh8jebijc,"[20--29,20--29,20--29,20--29,20--29]",0//5,0.0%,0-2:0,3-9:0,10-19:0
n240305sa2s7iz6iv7uy09oaoptb4qm2,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,10-19,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",5//49,10.2%,0-2:0,3-9:0,10-19:5
n240228sa35qz5pwn8nhv5142bxoydjp,"[20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,10-19,10-19,20--29,20--29,20--29,20--29,10-19,10-19,10-19,10-19,20--29,20--29,20--29]",7//21,33.33%,0-2:0,3-9:0,10-19:7
n240304ad20vp8dvpndnvk3oft5vjyrf,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29]",1//20,5.0%,0-2:0,3-9:0,10-19:1
n240304a238a652cl2zqqqz7g3m99gkn,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,10-19,20--29,20--29,20--29]",2//20,10.0%,0-2:0,3-9:0,10-19:2
n240304sa3mlpeh6wdecoq8r8trzqlwi,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//13,0.0%,0-2:0,3-9:0,10-19:0
n240302sa18hnxz5vxxkbk3b6ifztylr,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//20,0.0%,0-2:0,3-9:0,10-19:0
n240303sa3k53vgep16yeb80ljxgk8h4,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//24,0.0%,0-2:0,3-9:0,10-19:0
n240302sa19oqqz070bkts3u088h6l2y,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//48,0.0%,0-2:0,3-9:0,10-19:0
n240306sa185d9rs9m45pqcfikixtdv2,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//59,0.0%,0-2:0,3-9:0,10-19:0
n240303ad5lxbaj8oszls1wfmdtitcdt,"[20--29,20--29,20--29,20--29,20--29,10-19,10-19]",2//7,28.57%,0-2:0,3-9:0,10-19:2
n240229sa3uxo6az8k3flsubtc6jz1cj,"[20--29,3-9,3-9,3-9,3-9,3-9,3-9]",6//7,85.71%,0-2:0,3-9:6,10-19:0
n240303sa34yjxx4rn2zlz2xz7teds8z,"[20--29,20--29,20--29,20--29,20--29,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//21,0.0%,0-2:0,3-9:0,10-19:0
n240306sa2v7mik2wspipz80j7h69sl8,"[20--29,20--29,20--29,20--29,20--29]",0//5,0.0%,0-2:0,3-9:0,10-19:0
n240302saumta9301f9711mo37gup2m5,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//41,0.0%,0-2:0,3-9:0,10-19:0
n240228adjhhk3mvz18gp1fij0o7cpi0,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//19,0.0%,0-2:0,3-9:0,10-19:0
n240302sa1ne7zi3mmts812q3m8zrn8j,"[20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",1//10,10.0%,0-2:0,3-9:0,10-19:1
n240305bdjmcf81sv3e0e169fiath0bu,[],0//0,0%,0-2:0,3-9:0,10-19:0
n240301adz9xg31dqaz8c1m186z74mrh,"[30-39,30-39,20--29,20--29,20--29,20--29,30-39,30-39,30-39]",0//9,0.0%,0-2:0,3-9:0,10-19:0
n240302qn2c549sbmq2zne890772n7dy,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//15,0.0%,0-2:0,3-9:0,10-19:0
n240306saoyn8z9smy1zd2byfc9h8qlk,[],0//0,0%,0-2:0,3-9:0,10-19:0
n240303sa3rwka0zkd1r09d7p91aed1v,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//56,0.0%,0-2:0,3-9:0,10-19:0
n240306sa1d56fjao5vd5h1mz2a7cb7v,"[10-19,20--29,20--29,20--29,20--29,20--29,3-9,10-19,20--29,10-19]",4//10,40.0%,0-2:0,3-9:1,10-19:3
n240305sa2b1ps3z0ydt1npoqz3apbod,"[20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,10-19,10-19,10-19,10-19,20--29,10-19]",7//18,38.89%,0-2:0,3-9:0,10-19:7
n240229sa2ilcmnmtmmbk72yj96tppd4,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//41,0.0%,0-2:0,3-9:0,10-19:0
n240305sacbsk12sfpm1q1f6nnw1tfh4,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//9,0.0%,0-2:0,3-9:0,10-19:0
n240302ad1rm63nk8i9ys61i308ovqs2,[20--29],0//1,0.0%,0-2:0,3-9:0,10-19:0
n240229a2jg51dbi14ycx15gqb0toh2h,"[10-19,10-19,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",3//68,4.41%,0-2:0,3-9:0,10-19:3
n240301sa2i8krwmb3efjw1o5j74qzg0,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//21,0.0%,0-2:0,3-9:0,10-19:0
n240301sa3qa11pus4qxyj2rbrxbobry,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//21,0.0%,0-2:0,3-9:0,10-19:0
n240304sa1sxc0fvsoqsys1uv9nabahq,"[20--29,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,20--29]",1//11,9.09%,0-2:0,3-9:1,10-19:0
n240301sa2wpczm0cy96k92f689mkes6,"[20--29,20--29,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",1//19,5.26%,0-2:0,3-9:1,10-19:0
n240303sakwwvylrf49b276pjd16fbg8,"[20--29,20--29,10-19,10-19,10-19,20--29,3-9,3-9,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,10-19,20--29,10-19,20--29,20--29,20--29,10-19,10-19,20--29,10-19,20--29,10-19]",13//36,36.11%,0-2:0,3-9:2,10-19:11
n240305sa2ftpxm58akqbw1odyqi762w,"[20--29,20--29,20--29,20--29,20--29,3-9,20--29,20--29]",1//8,12.5%,0-2:0,3-9:1,10-19:0
n240301sa1usz5630w10v0nblcxh659r,"[20--29,30-39,20--29,30-39,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//31,0.0%,0-2:0,3-9:0,10-19:0
n240305sa1qh3k7gb2lha128pr158ssg,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//20,0.0%,0-2:0,3-9:0,10-19:0
n240228sa7xkkah2zspt3g0l4qaiif50,"[10-19,10-19,10-19]",3//3,100.0%,0-2:0,3-9:0,10-19:3
n240229sa3fc9pzcw5bt117nrq7ssvb0,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,10-19]",2//17,11.76%,0-2:0,3-9:0,10-19:2
n240302ad35filajikrdfj25my7u35fq,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//19,0.0%,0-2:0,3-9:0,10-19:0
n240306qn3aahn1i65ealn2o174vugo4,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29]",2//56,3.57%,0-2:0,3-9:0,10-19:2
n240302sadtfhex6v8px73algizqnyl2,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//55,0.0%,0-2:0,3-9:0,10-19:0
n240302sa1usiml5864vz03ke50s07w6,[],0//0,0%,0-2:0,3-9:0,10-19:0
n240228sa2ocolpfgedtih35zzrskcof,"[20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",1//28,3.57%,0-2:0,3-9:1,10-19:0
n240301sajxtpktjqw8my10636wcjia2,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,10-19,20--29,10-19]",3//16,18.75%,0-2:0,3-9:0,10-19:3
n240305sa3u81pyrkpu0wo3w25nvneee,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//14,0.0%,0-2:0,3-9:0,10-19:0
n240301sa1d1cfl7bzqgtm32dg2xfe52,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",1//20,5.0%,0-2:0,3-9:0,10-19:1
n240228sa3hr5ytz0jc0zw12uwqieukf,"[20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,40-49,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29]",8//121,6.61%,0-2:0,3-9:0,10-19:8
n240305sa1xr2zyrcul5g1ll3v7p3dhs,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//20,0.0%,0-2:0,3-9:0,10-19:0
n240306sa2l0eld3ooi7er26rzcmxxm8,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//32,0.0%,0-2:0,3-9:0,10-19:0
n240303sa256wc979h2z5i1relfsoo52,"[20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,30-39,3-9,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,3-9,20--29]",3//29,10.34%,0-2:0,3-9:3,10-19:0
n240303sakniodmrpvcxohxsb1o9vks1,[],0//0,0%,0-2:0,3-9:0,10-19:0
n240306a22bvqy7xg0xlbq395ahe0bq5,[],0//0,0%,0-2:0,3-9:0,10-19:0
n240301sa2cdjag1w18qmm12lgz5f9bh,"[20--29,20--29,20--29,20--29,20--29]",0//5,0.0%,0-2:0,3-9:0,10-19:0
n240228sa1ij1r5njaylvs3kqtqnqnbc,[20--29],0//1,0.0%,0-2:0,3-9:0,10-19:0
n240302sa38qvdzxng05mp3f9xx9qipt,"[20--29,20--29,20--29,3-9,20--29,20--29,3-9,20--29,20--29,20--29,3-9,20--29,20--29,10-19,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,3-9]",5//25,20.0%,0-2:0,3-9:4,10-19:1
n240306adnm9em2rcibi83a7qj2zvqcz,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,10-19,10-19,20--29,20--29,20--29,20--29,20--29,10-19,20--29]",3//21,14.29%,0-2:0,3-9:0,10-19:3
n240301sa240g8h4x6ytfsmwtegv5ipm,"[20--29,20--29]",0//2,0.0%,0-2:0,3-9:0,10-19:0
n240302sa1tuuk661nim6q1s948ya7vf,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//44,0.0%,0-2:0,3-9:0,10-19:0
n240304sa31pbdvim0d9x42i4kgadj2f,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//23,0.0%,0-2:0,3-9:0,10-19:0
n240228sa1rz4p0axscwst1hdggwrwp4,"[30-39,30-39,3-9,20--29,20--29,20--29,20--29,20--29,20--29,20--29,30-39,20--29,20--29,20--29,3-9]",2//15,13.33%,0-2:0,3-9:2,10-19:0
n240303sa5ejhwx6h3djo2vdy9n4vqr5,[],0//0,0%,0-2:0,3-9:0,10-19:0
n240305ad3w2ty1zr5a3fmp71qakv5s2,"[20--29,20--29,20--29,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//12,0.0%,0-2:0,3-9:0,10-19:0
n240304sa2jg9qvsu6mnyg1thmnlz3ql,"[20--29,20--29,20--29,20--29,20--29,20--29]",0//6,0.0%,0-2:0,3-9:0,10-19:0
n240305sadw2c9yszmk3w2hkp3dlgqs7,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//60,0.0%,0-2:0,3-9:0,10-19:0
n240304sa20ach887gaibs2wattb243l,"[20--29,3-9,20--29,20--29,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",13//110,11.82%,0-2:0,3-9:13,10-19:0
n240228sa37n9k3x7av6am1lufdydosy,"[10-19,3-9,10-19,10-19,20--29,3-9,20--29,10-19,20--29,10-19,3-9,3-9,10-19,10-19,10-19,10-19]",13//16,81.25%,0-2:0,3-9:4,10-19:9
n240228sa37zfbvttnp8jo1o53yfi1ln,"[20--29,20--29,20--29,20--29,20--29,3-9,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",1//18,5.56%,0-2:0,3-9:1,10-19:0
n240304sa20khk5npj7kha21qtquu3p2,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//20,0.0%,0-2:0,3-9:0,10-19:0
n240302ad3bynw0m7p6uq92avdiglisj,"[20--29,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,40-49,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,40-49,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,40-49,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,40-49,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,40-49,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,30-39,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//225,0.0%,0-2:0,3-9:0,10-19:0
n240301adtyge1hrlnuci3l73snvm3f8,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//60,0.0%,0-2:0,3-9:0,10-19:0
n240229saioygmhw4sjmb5ftnoumprp7,"[20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29,20--29]",0//20,0.0%,0-2:0,3-9:0,10-19:0
